appliance_code,power_watts,duration_minutes,is_night,is_occupied,temp_setting,energy_kwh
3,14790.0,20,0,1,16.4,4.93
2,2076.923076923077,117,0,1,15.6,4.05
4,9876.923076923078,13,0,1,20.9,2.14
4,2857.1428571428573,84,0,0,17.9,4.0
3,4627.118644067797,59,1,0,24.1,4.55
3,2024.2990654205607,107,1,1,24.3,3.61
3,891.588785046729,107,1,0,17.8,1.59
2,1596.4285714285713,56,0,0,16.9,1.49
2,6771.428571428572,21,1,0,16.0,2.37
3,9911.111111111111,27,1,1,20.8,4.46
2,253.12500000000003,64,0,1,23.7,0.27
4,2178.9473684210525,57,1,1,24.8,2.07
4,2375.0,24,1,0,19.7,0.95
4,2863.2911392405063,79,1,1,21.4,3.77
1,3017.6470588235293,68,1,0,22.3,3.42
4,3211.764705882353,34,0,0,16.6,1.82
5,2887.0588235294117,85,0,1,17.1,4.09
5,808.695652173913,69,1,0,21.2,0.93
1,969.2307692307693,39,0,1,19.7,0.63
2,1194.1176470588234,102,1,1,21.0,2.03
5,1356.0,50,0,0,22.1,1.13
2,4588.888888888889,54,1,0,15.6,4.13
5,1893.103448275862,58,1,1,21.2,1.83
5,1384.2105263157894,114,1,0,20.5,2.63
2,3325.925925925926,81,0,1,21.0,4.49
2,442.85714285714283,84,1,1,23.8,0.62
1,744.0,75,0,0,24.7,0.93
1,6094.736842105263,38,0,0,16.2,3.86
5,750.0,44,0,1,21.0,0.55
0,331.9148936170213,94,0,0,22.0,0.52
2,5984.615384615385,39,1,0,15.2,3.89
4,135.2112676056338,71,0,1,22.1,0.16
3,2817.8571428571427,56,0,0,21.2,2.63
1,2944.7368421052633,76,0,1,22.2,3.73
0,3266.6666666666665,54,0,0,17.7,2.94
2,22950.0,8,0,1,20.3,3.06
0,4315.78947368421,57,1,1,15.6,4.1
2,2875.0,72,0,0,21.0,3.45
3,27240.0,5,1,1,18.8,2.27
5,2972.727272727273,44,1,0,18.5,2.18
1,1893.75,32,0,0,19.7,1.01
1,1768.421052631579,76,1,1,18.8,2.24
3,1753.2467532467533,77,1,1,22.1,2.25
2,2211.9402985074626,67,0,1,15.4,2.47
2,837.5,48,0,0,19.0,0.67
1,738.4615384615385,13,0,0,22.1,0.16
4,1420.408163265306,98,0,0,17.7,2.32
0,893.6170212765958,47,1,1,19.3,0.7
5,713.5135135135135,111,0,0,18.9,1.32
2,456.8181818181818,88,0,0,20.0,0.67
2,2313.5593220338983,118,0,0,17.1,4.55
5,9072.0,25,0,1,15.4,3.78
1,941.1764705882352,102,0,0,24.4,1.6
4,3793.548387096774,31,1,0,18.6,1.96
3,2042.1052631578948,114,0,1,17.8,3.88
1,6490.909090909091,11,1,0,24.7,1.19
5,3461.5384615384614,65,1,0,15.5,3.75
3,772.2772277227723,101,1,0,18.1,1.3
4,3850.0,12,0,1,21.0,0.77
0,1931.7073170731708,41,0,0,22.6,1.32
0,1988.5714285714287,70,0,0,16.2,2.32
4,2421.0526315789475,57,0,1,17.3,2.3
0,4054.054054054054,37,1,0,20.9,2.5
5,1278.2608695652175,69,0,0,17.8,1.47
2,364.9484536082474,97,1,1,19.2,0.59
3,7071.428571428572,42,0,1,23.6,4.95
4,2600.0,57,0,1,20.2,2.47
1,2715.151515151515,99,0,1,20.2,4.48
0,257.14285714285717,91,0,1,21.4,0.39
3,1428.5714285714287,105,1,1,23.1,2.5
4,67800.0,3,0,1,17.8,3.39
4,3790.243902439024,41,0,1,21.0,2.59
2,1350.0000000000002,96,0,1,22.4,2.16
3,3568.0,75,1,0,18.6,4.46
0,2164.285714285714,28,0,0,16.3,1.01
1,13094.117647058823,17,1,1,19.5,3.71
1,2364.705882352941,68,0,0,21.4,2.68
2,52200.0,3,1,1,18.6,2.61
5,2437.16814159292,113,0,0,23.2,4.59
1,813.5593220338983,59,0,0,19.5,0.8
5,7987.5,16,1,0,18.9,2.13
1,2262.0,100,1,1,19.2,3.77
4,2175.9036144578313,83,0,1,21.2,3.01
3,542.8571428571429,42,1,0,21.3,0.38
0,3581.25,32,1,1,24.8,1.91
2,2184.0,25,1,0,16.8,0.91
1,43080.0,5,1,0,17.6,3.59
2,448.73949579831935,119,0,1,23.5,0.89
5,1884.5070422535211,71,0,1,15.7,2.23
1,2247.4576271186443,59,1,0,15.4,2.21
2,2400.0,17,0,1,21.2,0.68
0,1889.7196261682243,107,0,1,16.3,3.37
0,3152.7272727272725,55,1,0,16.4,2.89
1,117900.0,2,0,1,23.7,3.93
0,405.12820512820514,117,0,0,22.7,0.79
5,1961.5384615384614,52,0,0,19.9,1.7
2,3195.6521739130435,92,1,1,18.6,4.9
1,2227.3972602739727,73,0,0,23.8,2.71
3,1535.1351351351352,111,0,1,18.0,2.84
1,5859.574468085107,47,0,0,16.7,4.59
5,2666.6666666666665,9,1,1,23.0,0.4
5,1323.9130434782608,92,0,1,24.6,2.03
4,1429.2134831460673,89,0,0,23.3,2.12
5,3799.9999999999995,33,1,1,18.4,2.09
4,3236.3636363636365,66,1,0,15.9,3.56
0,471.42857142857144,56,1,1,20.3,0.44
2,2125.423728813559,118,0,0,20.7,4.18
3,3053.164556962025,79,0,0,20.5,4.02
5,1933.3333333333333,117,0,0,19.7,3.77
5,7260.0,30,0,1,22.9,3.63
1,2846.5116279069766,86,1,0,21.9,4.08
2,178.3783783783784,74,1,0,21.4,0.22
0,2057.1428571428573,35,0,1,17.6,1.2
0,2806.25,96,1,1,19.0,4.49
5,57150.0,4,0,1,24.3,3.81
3,2664.2201834862385,109,1,0,20.4,4.84
3,2362.5,96,0,1,22.3,3.78
0,3280.0,60,0,1,18.1,3.28
1,14080.0,15,0,0,21.6,3.52
1,65200.0,3,1,1,16.5,3.26
0,1978.3783783783783,37,1,0,18.4,1.22
1,3822.8571428571427,35,0,1,23.5,2.23
0,2687.7551020408164,98,0,1,22.4,4.39
5,14950.0,12,0,1,17.0,2.99
3,1423.6363636363637,110,0,0,18.8,2.61
5,3092.3076923076924,52,1,0,18.5,2.68
1,1200.0,15,0,0,22.6,0.3
2,2985.1851851851857,81,0,1,19.1,4.03
5,2196.116504854369,103,1,0,22.8,3.77
3,2046.1538461538462,117,0,1,18.5,3.99
0,6000.0,49,0,0,21.2,4.9
4,16875.0,16,0,1,24.8,4.5
3,1959.493670886076,79,0,0,18.6,2.58
0,17100.0,6,1,1,18.4,1.71
1,1841.860465116279,86,1,1,15.3,2.64
4,4928.571428571428,14,0,0,22.0,1.15
2,733.3333333333334,54,0,0,17.5,0.66
3,1484.8484848484848,99,0,1,16.6,2.45
2,1166.6666666666667,108,0,0,19.5,2.1
2,443.4782608695652,92,0,0,21.3,0.68
5,400.0,36,1,0,20.4,0.24
1,2781.818181818182,33,1,1,24.1,1.53
5,3434.4827586206898,87,0,0,19.6,4.98
4,1905.4945054945056,91,0,0,20.4,2.89
0,5320.0,45,1,1,20.4,3.99
2,2883.8709677419356,31,0,0,24.0,1.49
3,6991.304347826087,23,0,1,17.0,2.68
1,4800.0,19,0,1,20.1,1.52
3,1976.4705882352941,34,0,1,24.9,1.12
1,3842.553191489362,47,0,1,15.0,3.01
3,1931.0344827586207,87,0,0,19.5,2.8
3,3540.0,30,0,1,18.7,1.77
2,462.8571428571429,35,0,0,17.3,0.27
5,39000.0,7,0,1,22.3,4.55
2,6913.04347826087,23,1,1,16.0,2.65
3,33300.0,4,0,0,20.6,2.22
1,2316.6666666666665,36,0,0,21.6,1.39
4,1301.2987012987012,77,1,1,22.6,1.67
3,586.046511627907,86,1,0,24.3,0.84
4,21400.000000000004,6,0,0,22.9,2.14
1,727.6595744680851,47,0,0,19.0,0.57
0,3440.0,60,0,0,17.6,3.44
3,360.0,75,0,0,15.3,0.45
2,23775.0,8,0,0,20.0,3.17
4,1794.642857142857,112,0,0,18.4,3.35
2,450.0,76,0,0,18.7,0.57
2,2184.0,25,1,1,17.2,0.91
3,1145.4545454545455,77,0,1,17.9,1.47
3,1600.0,90,0,1,19.5,2.4
0,1621.276595744681,94,0,0,24.0,2.54
5,5230.188679245283,53,0,0,23.3,4.62
0,9620.0,30,0,0,17.3,4.81
4,763.6363636363636,66,1,1,16.2,0.84
1,5935.714285714285,28,1,1,24.4,2.77
1,7644.444444444444,27,0,0,20.9,3.44
5,5423.529411764706,51,0,0,19.6,4.61
4,8040.0,5,0,1,22.0,0.67
4,1942.5,80,0,1,18.7,2.59
0,163.63636363636363,66,0,0,21.4,0.18
4,340.90909090909093,88,1,1,20.3,0.5
5,3830.769230769231,52,0,1,17.4,3.32
0,4615.384615384615,26,0,0,23.1,2.0
2,3194.3661971830984,71,0,1,17.9,3.78
0,635.2941176470588,34,1,0,24.8,0.36
4,517.2413793103449,87,0,0,16.5,0.75
0,15040.0,15,1,0,21.8,3.76
1,2923.943661971831,71,0,1,16.2,3.46
3,6524.999999999999,40,0,0,20.5,4.35
4,1272.972972972973,74,0,0,20.8,1.57
5,22938.46153846154,13,0,0,18.3,4.97
2,160.0,105,0,0,16.3,0.28
0,1555.8139534883721,86,1,0,20.8,2.23
4,6775.609756097561,41,0,1,15.9,4.63
0,1533.3333333333333,18,1,1,18.7,0.46
3,6450.0,12,1,1,17.5,1.29
3,4172.727272727273,66,0,1,21.3,4.59
5,1316.504854368932,103,1,0,17.5,2.26
3,2210.5263157894738,57,1,0,22.4,2.1
2,600.0000000000001,107,1,1,24.2,1.07
3,5666.666666666667,27,1,0,22.9,2.55
0,1618.75,96,1,0,20.7,2.59
1,910.7142857142857,56,1,1,18.6,0.85
1,11427.272727272728,22,0,0,20.6,4.19
5,3233.766233766234,77,0,0,19.0,4.15
5,46200.0,1,1,0,22.1,0.77
0,2218.867924528302,106,0,1,18.2,3.92
0,1476.923076923077,117,1,1,22.5,2.88
3,389.18918918918916,111,0,0,17.4,0.72
3,1311.111111111111,27,0,0,22.7,0.59
1,1001.9417475728155,103,0,1,17.4,1.72
2,462.85714285714283,105,1,1,24.5,0.81
5,1438.6363636363635,88,1,0,22.0,2.11
5,3697.6744186046512,43,1,0,18.4,2.65
5,657.1428571428571,84,1,0,21.0,0.92
2,2456.842105263158,95,0,1,19.3,3.89
4,1547.8991596638655,119,1,0,21.0,3.07
2,3368.181818181818,44,0,0,18.8,2.47
0,3512.5,48,0,1,17.3,2.81
1,2266.6666666666665,72,0,0,22.3,2.72
0,9433.333333333334,18,0,1,18.3,2.83
3,1930.188679245283,106,1,1,22.5,3.41
0,2421.6867469879517,83,1,1,17.4,3.35
0,9210.0,20,1,0,16.4,3.07
4,2125.423728813559,59,1,1,18.0,2.09
5,5004.255319148936,47,0,0,16.1,3.92
1,11541.176470588236,17,0,0,24.1,3.27
4,2378.048780487805,82,1,1,18.0,3.25
5,4178.9473684210525,57,1,1,23.6,3.97
4,7200.0,39,0,0,23.3,4.68
2,18540.0,10,0,1,17.8,3.09
2,24100.0,6,1,1,22.0,2.41
4,2993.814432989691,97,0,1,15.1,4.84
5,26142.85714285714,7,0,0,20.5,3.05
4,242.85714285714286,84,0,1,20.4,0.34
3,3380.0,30,0,0,18.1,1.69
2,26828.571428571428,7,0,0,21.5,3.13
2,4240.0,60,0,0,20.1,4.24
1,1515.4639175257732,97,0,1,20.9,2.45
1,21450.0,8,0,0,15.3,2.86
0,1794.7368421052631,114,0,0,16.6,3.41
4,2270.769230769231,65,1,1,17.2,2.46
4,348.83720930232556,86,0,1,19.4,0.5
0,17925.0,16,1,0,22.5,4.78
2,1070.7692307692307,65,0,1,21.8,1.16
2,2657.1428571428573,98,0,1,23.8,4.34
4,18046.153846153848,13,1,1,20.7,3.91
5,6853.846153846154,26,0,0,23.7,2.97
0,4482.35294117647,51,0,0,24.4,3.81
1,755.1724137931035,58,1,0,20.5,0.73
3,3474.074074074074,81,0,0,24.2,4.69
2,2178.2608695652175,46,1,1,24.8,1.67
2,7270.588235294118,17,1,1,22.1,2.06
0,2810.5263157894738,76,1,0,24.5,3.56
5,3212.9032258064517,93,1,0,23.8,4.98
5,1903.6363636363637,110,1,0,20.0,3.49
0,3102.2727272727275,88,0,1,24.0,4.55
3,34628.57142857143,7,1,0,18.7,4.04
2,1733.3333333333333,9,0,1,18.1,0.26
5,2956.0975609756097,82,1,0,23.3,4.04
4,3267.567567567568,74,1,0,15.0,4.03
0,2668.9655172413795,87,0,1,23.7,3.87
5,30000.0,3,0,0,22.7,1.5
5,1875.0,80,0,1,24.3,2.5
1,629.2682926829268,82,0,1,18.7,0.86
5,3000.0,47,0,0,17.8,2.35
4,589.0909090909091,110,0,1,16.6,1.08
4,2916.2790697674413,43,1,1,23.5,2.09
5,17160.0,15,1,1,17.2,4.29
5,1046.5116279069769,86,0,1,23.9,1.5
3,2721.4285714285716,84,1,0,19.0,3.81
1,2903.2258064516127,31,1,0,19.0,1.5
5,5595.3488372093025,43,1,1,23.7,4.01
5,493.67088607594934,79,1,1,22.4,0.65
3,33342.857142857145,7,0,1,20.6,3.89
1,2411.3207547169814,106,0,0,18.1,4.26
1,2655.0,80,1,0,18.4,3.54
3,43200.00000000001,3,1,1,19.9,2.16
3,3025.8064516129034,93,0,1,18.5,4.69
4,3661.0169491525426,59,0,1,23.0,3.6
5,1047.6190476190477,63,1,0,17.3,1.1
2,3128.5714285714284,42,1,1,23.0,2.19
2,857.1428571428571,70,0,0,17.1,1.0
4,278.0487804878049,41,1,0,20.1,0.19
0,1000.0,84,0,1,20.5,1.4
0,2441.6666666666665,72,0,1,24.8,2.93
4,1890.0,60,1,1,23.7,1.89
2,7040.0,15,1,1,22.1,1.76
4,43200.00000000001,6,0,0,17.9,4.32
0,1690.909090909091,66,0,0,17.8,1.86
4,162000.0,1,1,0,22.4,2.7
3,2756.25,96,1,0,15.2,4.41
0,1480.0,105,1,0,22.0,2.59
4,5262.5,48,1,0,19.8,4.21
0,2523.7113402061855,97,1,1,19.9,4.08
1,1711.764705882353,34,0,1,18.9,0.97
4,916.6666666666666,72,0,0,20.5,1.1
3,2321.7391304347825,115,0,1,19.1,4.45
5,2430.769230769231,39,0,1,20.7,1.58
5,1232.7272727272727,55,1,1,15.6,1.13
5,26250.0,8,1,1,16.6,3.5
1,17836.363636363636,11,0,0,19.4,3.27
4,675.0000000000001,96,0,0,16.6,1.08
0,2123.076923076923,117,0,0,24.2,4.14
0,162.5,48,0,0,19.1,0.13
0,22680.0,10,0,1,20.6,3.78
0,1550.8474576271187,118,0,1,22.4,3.05
1,1592.5925925925926,81,0,1,23.9,2.15
3,994.8717948717949,117,1,1,16.9,1.94
5,1555.5555555555557,81,1,1,18.8,2.1
2,129000.0,1,1,0,18.8,2.15
0,14850.0,16,0,1,20.4,3.96
0,2051.785714285714,112,0,1,15.8,3.83
2,4523.076923076923,39,0,0,24.3,2.94
1,526.829268292683,41,0,0,17.4,0.36
0,727.1186440677966,118,0,0,20.0,1.43
3,2509.090909090909,22,1,1,21.5,0.92
4,721.5189873417721,79,1,0,18.3,0.95
4,1540.2985074626865,67,1,1,15.9,1.72
1,7656.0,25,0,1,21.5,3.19
3,3487.5,80,0,1,15.4,4.65
4,1109.433962264151,53,1,0,24.9,0.98
5,1951.3513513513512,111,0,0,21.9,3.61
1,2967.5675675675675,37,1,0,17.5,1.83
1,480.0,95,0,1,19.1,0.76
0,3500.0,72,0,1,21.1,4.2
1,1046.1538461538462,117,0,0,24.7,2.04
0,4500.0,14,0,1,19.5,1.05
5,2378.9473684210525,114,0,1,21.0,4.52
0,7819.354838709677,31,0,1,23.1,4.04
5,6573.333333333333,45,0,0,24.9,4.93
2,1590.0,100,0,1,15.8,2.65
4,6091.304347826087,46,0,1,23.0,4.67
3,1086.4864864864865,74,1,0,16.4,1.34
0,20353.846153846152,13,1,1,24.5,4.41
0,13200.0,17,1,0,19.1,3.74
2,7335.0,40,0,0,17.8,4.89
4,91200.0,1,0,1,23.5,1.52
1,14800.0,9,1,0,24.2,2.22
2,4437.735849056604,53,0,1,20.0,3.92
2,17220.0,10,1,0,22.3,2.87
3,3231.818181818182,44,0,1,24.6,2.37
5,237600.0,1,0,0,16.1,3.96
5,819.5121951219512,82,0,0,19.0,1.12
4,2834.4827586206898,29,0,1,21.2,1.37
2,1480.4347826086957,92,0,0,23.7,2.27
4,4320.0,10,1,1,19.2,0.72
0,176400.0,1,1,0,22.5,2.94
5,7131.428571428572,35,0,0,22.2,4.16
2,1076.923076923077,39,0,1,23.1,0.7
5,3345.4545454545455,66,0,1,24.8,3.68
3,3819.512195121951,41,0,1,20.1,2.61
3,2126.6666666666665,90,0,1,18.8,3.19
5,7581.818181818182,33,1,0,24.2,4.17
1,12840.000000000002,20,0,1,23.7,4.28
0,32400.000000000004,4,1,0,19.0,2.16
3,1374.7572815533981,103,0,0,16.7,2.36
3,289.4117647058824,85,0,0,18.6,0.41
2,1978.1249999999998,64,0,0,24.7,2.11
1,7656.0,25,0,0,22.0,3.19
2,2172.4137931034484,29,0,1,21.1,1.05
5,6455.172413793103,29,0,0,22.2,3.12
4,7563.636363636364,33,0,1,24.9,4.16
1,8780.0,30,1,1,24.2,4.39
4,2854.5454545454545,66,1,1,15.9,3.14
2,17100.0,12,0,1,21.2,3.42
1,1425.0,40,1,0,18.1,0.95
1,5246.808510638299,47,0,0,24.3,4.11
5,2918.5185185185187,81,1,0,15.1,3.94
4,2058.823529411765,102,1,0,24.1,3.5
4,541.6666666666666,72,0,0,24.8,0.65
5,29700.0,8,1,1,19.5,3.96
4,257.14285714285717,42,0,1,18.3,0.18
1,5533.333333333333,36,1,0,16.1,3.32
3,2467.8260869565215,115,1,1,23.6,4.73
1,11008.695652173912,23,0,1,16.6,4.22
2,71.73913043478261,92,1,1,17.1,0.11
2,54750.0,4,0,0,17.8,3.65
5,3900.0,4,0,1,21.6,0.26
4,38250.0,4,0,1,16.0,2.55
0,1288.235294117647,34,0,1,23.3,0.73
3,3208.695652173913,23,1,0,23.9,1.23
2,1445.4545454545455,22,0,0,19.2,0.53
5,4068.75,32,0,0,16.6,2.17
1,2091.891891891892,74,1,0,22.1,2.58
4,2993.877551020408,98,1,1,23.6,4.89
2,11025.0,16,0,1,18.0,2.94
2,26400.0,3,0,0,15.6,1.32
3,3076.190476190476,63,0,0,16.0,3.23
5,3159.574468085106,94,0,1,15.7,4.95
0,1856.842105263158,95,0,0,17.5,2.94
5,2854.945054945055,91,1,1,23.5,4.33
3,19500.0,6,1,1,24.8,1.95
5,4222.222222222223,54,1,0,24.6,3.8
5,2840.0,75,0,0,17.5,3.55
4,3252.6315789473683,57,1,1,17.6,3.09
2,1890.0,100,1,1,19.3,3.15
2,2632.9411764705883,85,0,0,22.9,3.73
0,1500.0,34,1,1,17.9,0.85
0,2600.0,30,1,0,20.6,1.3
4,3650.0,24,0,0,15.5,1.46
5,79400.0,3,1,0,18.5,3.97
5,42085.71428571428,7,0,1,22.3,4.91
4,67600.0,3,0,1,23.8,3.38
5,72800.0,3,0,1,15.7,3.64
4,1568.5714285714287,70,1,0,16.7,1.83
2,31400.0,3,0,1,17.9,1.57
0,4096.875,64,1,1,22.8,4.37
0,209.52380952380952,63,0,1,22.5,0.22
1,537.9310344827586,87,1,1,23.8,0.78
2,3265.8227848101264,79,1,1,15.0,4.3
2,3577.777777777778,81,0,1,18.5,4.83
4,1096.969696969697,99,0,0,20.4,1.81
4,1258.4070796460178,113,0,1,22.5,2.37
0,4650.0,40,1,0,21.2,3.1
2,3677.9220779220777,77,0,1,16.0,4.72
4,1767.857142857143,112,0,1,17.3,3.3
5,6600.0,3,0,0,18.4,0.33
2,5810.526315789473,38,0,0,22.1,3.68
2,2020.754716981132,106,0,1,20.7,3.57
3,2526.315789473684,38,0,1,17.7,1.6
0,2022.680412371134,97,0,0,24.2,3.27
0,4800.0,19,1,0,20.5,1.52
0,328.7671232876712,73,0,0,24.2,0.4
2,2078.3505154639174,97,1,1,22.1,3.36
2,172.5,80,0,1,23.5,0.23
1,2452.1739130434785,46,0,1,24.1,1.88
5,970.0934579439253,107,0,0,16.3,1.73
5,3097.5,80,0,1,24.3,4.13
3,4200.0,33,0,0,19.5,2.31
3,1684.931506849315,73,1,0,24.0,2.05
1,3000.0,49,0,1,17.5,2.45
1,1707.2164948453608,97,1,0,23.5,2.76
1,1428.0,100,1,1,15.8,2.38
0,7160.0,30,0,0,24.2,3.58
4,474.72527472527474,91,0,0,19.2,0.72
0,3514.285714285714,7,1,0,21.2,0.41
0,1922.5806451612902,93,1,0,22.3,2.98
4,3994.285714285714,70,0,0,20.5,4.66
1,2951.3513513513512,37,1,1,23.0,1.82
1,2426.3736263736264,91,1,0,24.4,3.68
0,8075.675675675676,37,0,1,16.8,4.98
3,682.7586206896551,116,1,0,23.4,1.32
1,354.54545454545456,66,0,1,18.9,0.39
5,1461.1764705882351,85,0,0,19.2,2.07
4,1429.090909090909,55,0,1,23.7,1.31
5,4308.196721311476,61,0,0,20.3,4.38
0,2634.5454545454545,110,1,0,23.4,4.83
4,6564.705882352941,34,1,1,21.2,3.72
5,8981.25,32,0,0,16.2,4.79
4,265.90909090909093,88,0,0,18.8,0.39
5,576.0,50,0,0,19.3,0.48
1,3177.0491803278687,61,0,0,17.3,3.23
4,2590.3846153846152,104,0,0,21.1,4.49
3,27200.0,3,1,0,23.6,1.36
2,1078.9473684210525,114,0,0,15.7,2.05
1,3045.2830188679245,53,0,1,20.3,2.69
2,3035.820895522388,67,1,0,15.5,3.39
5,6046.153846153846,26,0,0,22.5,2.62
4,2800.0,90,0,0,16.0,4.2
5,210.30927835051546,97,0,1,24.6,0.34
3,2685.3658536585367,82,0,1,21.1,3.67
3,2175.0,24,0,0,18.2,0.87
3,162.96296296296296,81,0,0,22.3,0.22
5,5478.260869565217,46,1,1,17.1,4.2
4,2544.8275862068967,58,1,1,20.7,2.46
4,2856.0,50,0,0,19.7,2.38
3,54450.0,4,1,1,19.3,3.63
2,2158.695652173913,92,1,1,16.0,3.31
4,3124.137931034483,87,1,0,20.2,4.53
3,3206.6666666666665,90,0,0,18.4,4.81
5,1772.972972972973,111,0,1,24.2,3.28
5,15300.0,10,0,0,19.3,2.55
0,2793.548387096774,93,0,0,18.4,4.33
2,1256.2499999999998,96,0,0,24.8,2.01
1,2376.923076923077,78,0,1,24.0,3.09
0,2380.6451612903224,93,0,0,18.5,3.69
0,2738.181818181818,55,1,0,21.0,2.51
4,3420.0,60,1,0,15.9,3.42
3,25740.0,10,1,1,17.1,4.29
4,5014.285714285715,28,0,1,19.7,2.34
5,1316.6666666666667,108,0,1,21.7,2.37
1,293400.0,1,1,0,20.2,4.89
4,1917.6470588235295,102,0,1,24.9,3.26
5,6229.411764705882,34,0,1,15.4,3.53
4,464.0,75,0,0,18.5,0.58
3,4875.0,24,0,1,24.6,1.95
4,1853.3333333333333,90,1,0,23.3,2.78
4,588.4615384615385,52,1,1,20.7,0.51
2,481.8181818181818,66,0,0,17.9,0.53
5,1700.0,108,0,1,20.8,3.06
3,386.13861386138615,101,0,1,18.6,0.65
3,3221.7391304347825,92,1,0,24.7,4.94
5,8541.176470588236,34,1,1,15.7,4.84
0,9082.758620689656,29,0,0,21.5,4.39
2,1222.2222222222222,27,1,0,22.9,0.55
3,22909.090909090908,11,1,0,21.8,4.2
2,742.2680412371134,97,1,1,18.1,1.2
0,3841.6666666666665,72,0,1,16.3,4.61
1,2377.5,80,0,0,17.9,3.17
4,19440.0,10,0,1,21.0,3.24
2,8933.333333333334,9,0,1,21.4,1.34
5,812.1212121212121,99,1,1,18.6,1.34
5,7925.0,24,0,0,18.1,3.17
4,3176.470588235294,85,0,1,16.2,4.5
1,3318.3673469387754,49,0,1,21.9,2.71
2,3536.0,75,0,1,21.9,4.42
2,1800.0,44,1,1,18.4,1.32
2,2051.6129032258063,93,0,1,19.6,3.18
4,4212.0,50,0,1,23.3,3.51
2,1224.6575342465753,73,0,0,19.9,1.49
1,46700.0,6,0,0,22.3,4.67
2,23127.272727272728,11,0,0,21.1,4.24
5,1431.4285714285713,70,1,0,23.7,1.67
5,3026.9662921348313,89,1,0,18.8,4.49
3,117.24137931034483,87,1,0,21.6,0.17
1,1024.3902439024391,82,0,1,17.1,1.4
4,3042.2535211267605,71,0,1,18.3,3.6
5,88500.0,2,1,0,24.9,2.95
5,4090.909090909091,22,0,1,16.3,1.5
2,230.76923076923077,78,1,0,24.6,0.3
3,9150.0,24,0,0,21.7,3.66
1,2568.5393258426966,89,0,1,18.4,3.81
2,2778.9473684210525,76,0,1,16.4,3.52
1,840.0,50,1,1,16.2,0.7
4,4523.076923076923,52,1,1,23.1,3.92
0,31800.0,6,0,1,19.5,3.18
2,435.7894736842105,95,0,0,15.6,0.69
0,7836.363636363635,33,0,0,18.7,4.31
2,338.46153846153845,39,0,1,18.4,0.22
2,249.15254237288136,118,1,1,17.7,0.49
1,4012.5,48,1,0,19.3,3.21
5,3992.3076923076924,52,1,0,16.4,3.46
4,2827.7227722772277,101,1,1,18.7,4.76
0,5544.827586206897,29,0,0,21.5,2.68
4,1468.421052631579,114,0,0,17.2,2.79
2,2672.7272727272725,66,0,0,19.2,2.94
3,3372.0,50,1,1,17.4,2.81
1,3307.317073170732,82,1,0,16.5,4.52
1,3030.0,40,0,0,20.8,2.02
5,4842.857142857143,28,0,0,23.5,2.26
5,8557.894736842105,19,0,1,23.5,2.71
1,767.4418604651163,43,0,0,20.6,0.55
2,1706.6666666666667,90,1,1,20.2,2.56
3,3650.0,48,0,0,16.6,2.92
4,2435.9999999999995,50,0,1,20.5,2.03
4,500.0,90,1,0,24.0,0.75
5,9857.142857142857,7,1,0,20.9,1.15
0,1383.5294117647059,85,0,0,23.8,1.96
1,9337.5,32,0,1,18.8,4.98
4,2044.4444444444443,81,1,1,21.7,2.76
4,2220.0,70,0,1,23.8,2.59
4,2540.425531914894,47,0,1,23.3,1.99
5,715.3846153846154,52,0,1,17.1,0.62
4,440.81632653061223,98,0,0,15.9,0.72
0,134400.0,1,1,1,16.7,2.24
2,58.4070796460177,113,1,0,15.6,0.11
4,97400.0,3,0,1,19.4,4.87
5,1852.9411764705883,102,0,0,18.3,3.15
4,12080.0,15,1,0,23.0,3.02
0,2719.148936170213,47,1,0,16.6,2.13
5,2113.6363636363635,44,1,0,15.3,1.55
2,137100.0,2,0,1,18.9,4.57
0,5616.0,50,0,0,17.2,4.68
2,2288.135593220339,59,0,1,22.8,2.25
3,1091.6666666666667,72,1,0,23.1,1.31
5,889.156626506024,83,1,1,23.6,1.23
3,594.7826086956521,115,0,0,17.3,1.14
1,3784.0,75,0,0,18.9,4.73
1,977.7777777777778,108,1,1,17.1,1.76
1,2850.0,100,1,1,23.6,4.75
0,2688.4615384615386,104,0,1,16.1,4.66
1,5834.04255319149,47,0,0,15.2,4.57
3,2190.4761904761904,63,1,0,21.1,2.3
2,554.2857142857143,105,1,1,21.0,0.97
3,2430.769230769231,39,0,1,16.1,1.58
4,5242.857142857143,42,0,1,16.2,3.67
2,424.7787610619469,113,0,1,21.1,0.8
3,8815.384615384615,26,0,1,23.0,3.82
3,1078.5714285714287,84,0,1,21.1,1.51
1,59400.0,2,0,0,19.3,1.98
4,2233.333333333333,54,0,0,20.8,2.01
5,1429.787234042553,47,0,0,17.4,1.12
4,3033.3333333333335,36,0,1,15.3,1.82
5,4626.315789473684,38,0,0,24.8,2.93
3,3105.8823529411766,34,1,0,21.4,1.76
5,10066.666666666666,18,0,1,23.8,3.02
3,1121.7391304347825,23,0,1,20.9,0.43
5,1028.5714285714287,119,1,0,16.3,2.04
1,446.3414634146341,82,0,1,19.4,0.61
2,7436.363636363636,33,0,1,17.4,4.09
3,4211.111111111111,54,1,0,20.3,3.79
4,2985.3658536585367,82,0,0,16.3,4.08
1,7200.0,12,1,1,23.9,1.44
5,1337.2881355932204,118,0,1,21.7,2.63
5,4741.176470588236,51,0,0,20.3,4.03
5,129900.0,2,0,1,15.9,4.33
